Current city,Current x,Current y,.jpg name,.jpg url,Dominant Color,Color Palette,R,G,B,HLS,H,L,S
Otterlo,52.1015221,5.7720779,Van Gogh - Oilvenhain mit pflückenden Figuren.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Van_Gogh_-_Oilvenhain_mit_pfl%C3%BCckenden_Figuren.jpeg/150px-Van_Gogh_-_Oilvenhain_mit_pfl%C3%BCckenden_Figuren.jpeg,"(142, 138, 100)","[(144, 139, 102), (209, 189, 94), (80, 74, 58), (88, 108, 77), (193, 184, 164)]",142.0,138.0,100.0,"(0.15079365079365079, 121.0, -0.175)",0.15079365079365079,121.0,-0.175
,,,Vincent van Gogh - Enclosed Field with Rising Sun (1889).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Vincent_van_Gogh_-_Enclosed_Field_with_Rising_Sun_%281889%29.jpg/150px-Vincent_van_Gogh_-_Enclosed_Field_with_Rising_Sun_%281889%29.jpg,"(115, 103, 62)","[(114, 102, 62), (219, 199, 108), (182, 184, 105), (157, 146, 162), (28, 20, 14)]",115.0,103.0,62.0,"(0.1289308176100629, 88.5, -0.3028571428571429)",0.1289308176100629,88.5,-0.3028571428571429
Otterlo,52.1015221,5.7720779,A Meadow in the Mountains - Le Mas de Saint-Paul.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/A_Meadow_in_the_Mountains_-_Le_Mas_de_Saint-Paul.jpg/150px-A_Meadow_in_the_Mountains_-_Le_Mas_de_Saint-Paul.jpg,"(118, 106, 72)","[(117, 104, 70), (223, 213, 114), (193, 170, 115), (50, 33, 18), (157, 142, 150)]",118.0,106.0,72.0,"(0.12318840579710144, 95.0, -0.24468085106382978)",0.12318840579710144,95.0,-0.24468085106382978
,,,Van Gogh - Weißes Bauernhaus zwischen Olivenbäumen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Van_Gogh_-_Wei%C3%9Fes_Bauernhaus_zwischen_Olivenb%C3%A4umen.jpeg/150px-Van_Gogh_-_Wei%C3%9Fes_Bauernhaus_zwischen_Olivenb%C3%A4umen.jpeg,"(145, 140, 126)","[(146, 140, 127), (218, 215, 216), (58, 50, 43), (100, 83, 56), (70, 85, 91)]",145.0,140.0,126.0,"(0.12280701754385966, 135.5, -0.07063197026022305)",0.12280701754385966,135.5,-0.07063197026022305
,,,Van Gogh - Landschaft mit Olivenbaum und Bergkette im Hintergrund.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Van_Gogh_-_Landschaft_mit_Olivenbaum_und_Bergkette_im_Hintergrund.jpeg/150px-Van_Gogh_-_Landschaft_mit_Olivenbaum_und_Bergkette_im_Hintergrund.jpeg,"(147, 141, 149)","[(154, 148, 156), (59, 52, 60), (231, 226, 233), (84, 76, 83), (76, 76, 83)]",147.0,141.0,149.0,"(0.7916666666666666, 145.0, -0.027777777777777776)",0.7916666666666666,145.0,-0.027777777777777776
,,,Van Gogh - Olivenpflücker2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg/150px-Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg,"(131, 130, 103)","[(182, 180, 152), (64, 64, 47), (103, 104, 81), (85, 72, 53), (103, 92, 45)]",131.0,130.0,103.0,"(0.16071428571428573, 117.0, -0.1206896551724138)",0.16071428571428573,117.0,-0.1206896551724138
New York,40.7127281,-74.0060152,Van Gogh - Olivenpflücker2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg/150px-Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg,"(131, 130, 103)","[(182, 180, 152), (64, 64, 47), (103, 104, 81), (85, 72, 53), (103, 92, 45)]",131.0,130.0,103.0,"(0.16071428571428573, 117.0, -0.1206896551724138)",0.16071428571428573,117.0,-0.1206896551724138
,,,Van Gogh - Olivenpflücker2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg/150px-Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg,"(131, 130, 103)","[(182, 180, 152), (64, 64, 47), (103, 104, 81), (85, 72, 53), (103, 92, 45)]",131.0,130.0,103.0,"(0.16071428571428573, 117.0, -0.1206896551724138)",0.16071428571428573,117.0,-0.1206896551724138
New York,40.7127281,-74.0060152,Van Gogh - Olivenpflücker2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg/150px-Van_Gogh_-_Olivenpfl%C3%BCcker2.jpeg,"(131, 130, 103)","[(182, 180, 152), (64, 64, 47), (103, 104, 81), (85, 72, 53), (103, 92, 45)]",131.0,130.0,103.0,"(0.16071428571428573, 117.0, -0.1206896551724138)",0.16071428571428573,117.0,-0.1206896551724138
Washington,38.8950368,-77.0365427,The Olive Orchard.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/The_Olive_Orchard.JPG/150px-The_Olive_Orchard.JPG,"(153, 137, 117)","[(156, 140, 120), (218, 193, 172), (70, 62, 43), (112, 82, 57), (94, 65, 46)]",153.0,137.0,117.0,"(0.0925925925925926, 135.0, -0.13432835820895522)",0.0925925925925926,135.0,-0.13432835820895522
Otterlo,52.1015221,5.7720779,"Van Gogh - Die Schlucht ""Les Peiroulets""2.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Van_Gogh_-_Die_Schlucht_%22Les_Peiroulets%222.jpeg/150px-Van_Gogh_-_Die_Schlucht_%22Les_Peiroulets%222.jpeg,"(106, 114, 107)","[(107, 115, 108), (43, 52, 47), (182, 184, 170), (160, 173, 165), (148, 159, 166)]",106.0,114.0,107.0,"(0.3541666666666667, 110.0, -0.03669724770642202)",0.3541666666666667,110.0,-0.03669724770642202
,,,Van Gogh - Hütten zwischen Olivenbäumen und Zypressen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/Van_Gogh_-_H%C3%BCtten_zwischen_Olivenb%C3%A4umen_und_Zypressen.jpeg/150px-Van_Gogh_-_H%C3%BCtten_zwischen_Olivenb%C3%A4umen_und_Zypressen.jpeg,"(162, 148, 143)","[(160, 147, 142), (65, 62, 61), (219, 172, 146), (116, 88, 72), (104, 72, 63)]",162.0,148.0,143.0,"(0.04385964912280702, 152.5, -0.0627062706270627)",0.04385964912280702,152.5,-0.0627062706270627
,,,Van Gogh - Landschaft mit Bauernhaus und Bergkette im Hintergrund.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Van_Gogh_-_Landschaft_mit_Bauernhaus_und_Bergkette_im_Hintergrund.jpeg/150px-Van_Gogh_-_Landschaft_mit_Bauernhaus_und_Bergkette_im_Hintergrund.jpeg,"(66, 63, 69)","[(67, 64, 70), (189, 185, 192), (138, 133, 140), (161, 156, 164), (164, 164, 169)]",66.0,63.0,69.0,"(0.75, 66.0, -0.046153846153846156)",0.75,66.0,-0.046153846153846156
Kasama,-10.2088378,31.188255,Van Gogh - Weg in Saint-Rémy mit weiblicher Figur.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Van_Gogh_-_Weg_in_Saint-R%C3%A9my_mit_weiblicher_Figur.jpeg/150px-Van_Gogh_-_Weg_in_Saint-R%C3%A9my_mit_weiblicher_Figur.jpeg,"(164, 157, 114)","[(167, 160, 118), (61, 56, 49), (213, 217, 202), (132, 116, 46), (82, 90, 79)]",164.0,157.0,114.0,"(0.14333333333333334, 139.0, -0.18115942028985507)",0.14333333333333334,139.0,-0.18115942028985507
Amsterdam,52.3727598,4.8936041,Landschap met konijnen - s0099V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Landschap_met_konijnen_-_s0099V1962_-_Van_Gogh_Museum.jpg/150px-Landschap_met_konijnen_-_s0099V1962_-_Van_Gogh_Museum.jpg,"(125, 110, 73)","[(124, 110, 74), (48, 48, 32), (173, 167, 141), (175, 157, 112), (68, 50, 27)]",125.0,110.0,73.0,"(0.1185897435897436, 99.0, -0.2653061224489796)",0.1185897435897436,99.0,-0.2653061224489796
Saint Petersburg,59.917857350000006,30.38061935702552,"Gogh, Vincent van - Landscape with House and Ploughman.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Gogh%2C_Vincent_van_-_Landscape_with_House_and_Ploughman.jpg/150px-Gogh%2C_Vincent_van_-_Landscape_with_House_and_Ploughman.jpg,"(165, 119, 54)","[(175, 125, 59), (30, 28, 12), (99, 86, 53), (112, 35, 9), (235, 197, 134)]",165.0,119.0,54.0,"(0.0975975975975976, 109.5, -0.511520737327189)",0.0975975975975976,109.5,-0.511520737327189
Saint Petersburg,59.917857350000006,30.38061935702552,Van Gogh - Auf dem Weg zum Feld (nach Millet).jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/26/Van_Gogh_-_Auf_dem_Weg_zum_Feld_%28nach_Millet%29.jpeg/150px-Van_Gogh_-_Auf_dem_Weg_zum_Feld_%28nach_Millet%29.jpeg,"(190, 171, 137)","[(192, 174, 141), (133, 109, 53), (221, 218, 218), (109, 94, 89), (118, 112, 106)]",190.0,171.0,137.0,"(0.10691823899371071, 163.5, -0.16307692307692306)",0.10691823899371071,163.5,-0.16307692307692306
Paris,48.8588897,2.3200410217200766,"Noon, rest from work - Van Gogh.jpeg",https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Noon%2C_rest_from_work_-_Van_Gogh.jpeg/150px-Noon%2C_rest_from_work_-_Van_Gogh.jpeg,"(180, 130, 55)","[(175, 130, 61), (53, 80, 102), (147, 161, 180), (106, 53, 7), (249, 203, 120)]",180.0,130.0,55.0,"(0.09999999999999999, 117.5, -0.5364806866952789)",0.09999999999999999,117.5,-0.5364806866952789
Amsterdam,52.3727598,4.8936041,Ondergesneeuwd veld met een eg (naar Millet) - s0175V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c1/Ondergesneeuwd_veld_met_een_eg_%28naar_Millet%29_-_s0175V1962_-_Van_Gogh_Museum.jpg/150px-Ondergesneeuwd_veld_met_een_eg_%28naar_Millet%29_-_s0175V1962_-_Van_Gogh_Museum.jpg,"(152, 165, 151)","[(151, 164, 150), (51, 67, 57), (207, 209, 186), (80, 90, 65), (76, 74, 62)]",152.0,165.0,151.0,"(0.32142857142857145, 158.0, -0.044585987261146494)",0.32142857142857145,158.0,-0.044585987261146494
New York,40.7127281,-74.0060152,"Vincent van Gogh - First Steps, after Millet.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Vincent_van_Gogh_-_First_Steps%2C_after_Millet.jpg/150px-Vincent_van_Gogh_-_First_Steps%2C_after_Millet.jpg,"(144, 150, 103)","[(146, 153, 108), (62, 61, 44), (212, 203, 151), (71, 90, 54), (102, 96, 40)]",144.0,150.0,103.0,"(0.1879432624113475, 126.5, -0.18725099601593626)",0.1879432624113475,126.5,-0.18725099601593626
Chicago,41.8755616,-87.6244212,Vincent van Gogh - The Drinkers - 1953.178 - Art Institute of Chicago.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Vincent_van_Gogh_-_The_Drinkers_-_1953.178_-_Art_Institute_of_Chicago.jpg/150px-Vincent_van_Gogh_-_The_Drinkers_-_1953.178_-_Art_Institute_of_Chicago.jpg,"(190, 199, 181)","[(188, 197, 179), (51, 73, 66), (94, 118, 109), (105, 122, 65), (91, 72, 58)]",190.0,199.0,181.0,"(0.25, 190.0, -0.047619047619047616)",0.25,190.0,-0.047619047619047616
Moscow,55.7504461,37.6174943,Vincent Willem van Gogh 037.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/Vincent_Willem_van_Gogh_037.jpg/150px-Vincent_Willem_van_Gogh_037.jpg,"(86, 106, 91)","[(84, 104, 88), (21, 30, 27), (162, 153, 121), (166, 181, 155), (129, 149, 144)]",86.0,106.0,91.0,"(0.375, 96.0, -0.10526315789473684)",0.375,96.0,-0.10526315789473684
Amsterdam,52.3727598,4.8936041,De houthakker (naar Millet) - s0170V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/De_houthakker_%28naar_Millet%29_-_s0170V1962_-_Van_Gogh_Museum.jpg/150px-De_houthakker_%28naar_Millet%29_-_s0170V1962_-_Van_Gogh_Museum.jpg,"(151, 156, 129)","[(152, 157, 132), (62, 79, 71), (206, 204, 184), (101, 105, 55), (84, 84, 72)]",151.0,156.0,129.0,"(0.19753086419753085, 142.5, -0.09540636042402827)",0.19753086419753085,142.5,-0.09540636042402827
Amsterdam,52.3727598,4.8936041,Cipressen en twee vrouwen - s0147V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/af/Cipressen_en_twee_vrouwen_-_s0147V1962_-_Van_Gogh_Museum.jpg/150px-Cipressen_en_twee_vrouwen_-_s0147V1962_-_Van_Gogh_Museum.jpg,"(67, 70, 47)","[(61, 64, 39), (162, 165, 144), (125, 137, 131), (121, 124, 93), (150, 144, 110)]",67.0,70.0,47.0,"(0.1884057971014493, 58.5, -0.2)",0.1884057971014493,58.5,-0.2
Amsterdam,52.3727598,4.8936041,Vincent van Gogh - Almond blossom - Google Art Project.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/68/Vincent_van_Gogh_-_Almond_blossom_-_Google_Art_Project.jpg/150px-Vincent_van_Gogh_-_Almond_blossom_-_Google_Art_Project.jpg,"(124, 161, 159)","[(124, 160, 158), (88, 100, 62), (213, 210, 182), (84, 84, 84), (60, 100, 84)]",124.0,161.0,159.0,"(0.490990990990991, 142.5, -0.13074204946996468)",0.490990990990991,142.5,-0.13074204946996468
Rome,41.8933203,12.4829321,Van Gogh - L' Arlesienne (Madame Ginoux)1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/82/Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%291.jpeg/150px-Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%291.jpeg,"(198, 173, 128)","[(198, 172, 128), (61, 63, 54), (105, 109, 88), (95, 80, 66), (140, 111, 48)]",198.0,173.0,128.0,"(0.10714285714285714, 163.0, -0.21604938271604937)",0.10714285714285714,163.0,-0.21604938271604937
Otterlo,52.1015221,5.7720779,Van Gogh - L'Arlésienne.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Van_Gogh_-_L%27Arl%C3%A9sienne.jpg/150px-Van_Gogh_-_L%27Arl%C3%A9sienne.jpg,"(135, 138, 121)","[(134, 138, 120), (34, 40, 37), (46, 61, 47), (83, 85, 70), (76, 76, 48)]",135.0,138.0,121.0,"(0.196078431372549, 129.5, -0.06614785992217899)",0.196078431372549,129.5,-0.06614785992217899
,,,Van Gogh - L' Arlesienne (Madame Ginoux)2.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%292.jpeg/150px-Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%292.jpeg,"(186, 158, 134)","[(186, 160, 136), (57, 59, 52), (97, 116, 86), (97, 61, 42), (104, 90, 44)]",186.0,158.0,134.0,"(0.07692307692307693, 160.0, -0.16352201257861634)",0.07692307692307693,160.0,-0.16352201257861634
,,,Van Gogh - L' Arlesienne (Madame Ginoux)3.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%293.jpeg/150px-Van_Gogh_-_L%27_Arlesienne_%28Madame_Ginoux%293.jpeg,"(216, 225, 191)","[(217, 225, 192), (64, 103, 74), (121, 99, 69), (148, 162, 116), (132, 114, 94)]",216.0,225.0,191.0,"(0.2107843137254902, 208.0, -0.0821256038647343)",0.2107843137254902,208.0,-0.0821256038647343
Philadelphia,39.9527237,-75.1635262,Vincent van Gogh - Houses and Figure - BF136 - Barnes Foundation.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Vincent_van_Gogh_-_Houses_and_Figure_-_BF136_-_Barnes_Foundation.jpg/150px-Vincent_van_Gogh_-_Houses_and_Figure_-_BF136_-_Barnes_Foundation.jpg,"(186, 174, 149)","[(186, 174, 150), (53, 49, 37), (121, 111, 58), (112, 76, 57), (236, 227, 220)]",186.0,174.0,149.0,"(0.11261261261261261, 167.5, -0.1111111111111111)",0.11261261261261261,167.5,-0.1111111111111111
,,,Van Gogh - Bauernhäuser (Erinnerung an den Norden).jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Van_Gogh_-_Bauernh%C3%A4user_%28Erinnerung_an_den_Norden%29.jpeg/150px-Van_Gogh_-_Bauernh%C3%A4user_%28Erinnerung_an_den_Norden%29.jpeg,"(172, 158, 122)","[(172, 158, 121), (77, 79, 58), (217, 208, 186), (121, 76, 61), (131, 121, 43)]",172.0,158.0,122.0,"(0.12, 147.0, -0.17123287671232876)",0.12,147.0,-0.17123287671232876
Amsterdam,52.3727598,4.8936041,Herinnering aan Brabant - s0112V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Herinnering_aan_Brabant_-_s0112V1962_-_Van_Gogh_Museum.jpg/150px-Herinnering_aan_Brabant_-_s0112V1962_-_Van_Gogh_Museum.jpg,"(110, 112, 91)","[(109, 112, 91), (37, 40, 27), (160, 158, 128), (68, 68, 31), (44, 62, 41)]",110.0,112.0,91.0,"(0.18253968253968256, 101.5, -0.1044776119402985)",0.18253968253968256,101.5,-0.1044776119402985
,,,Van Gogh - Bauern beim Kartoffellesen.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/00/Van_Gogh_-_Bauern_beim_Kartoffellesen.jpeg/150px-Van_Gogh_-_Bauern_beim_Kartoffellesen.jpeg,"(178, 175, 163)","[(178, 174, 162), (62, 54, 42), (114, 111, 111), (101, 79, 59), (121, 104, 69)]",178.0,175.0,163.0,"(0.13333333333333333, 170.5, -0.04424778761061947)",0.13333333333333333,170.5,-0.04424778761061947
,,,Van Gogh - Zwei grabende Bäuerinnen auf schneebedecktem Feld.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Van_Gogh_-_Zwei_grabende_B%C3%A4uerinnen_auf_schneebedecktem_Feld.jpeg/150px-Van_Gogh_-_Zwei_grabende_B%C3%A4uerinnen_auf_schneebedecktem_Feld.jpeg,"(148, 163, 162)","[(152, 166, 166), (64, 103, 114), (219, 218, 211), (87, 90, 96), (141, 131, 86)]",148.0,163.0,162.0,"(0.4888888888888889, 155.5, -0.04854368932038835)",0.4888888888888889,155.5,-0.04854368932038835
Otterlo,52.1015221,5.7720779,Van Gogh - Trauernder alter Mann.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Van_Gogh_-_Trauernder_alter_Mann.jpeg/150px-Van_Gogh_-_Trauernder_alter_Mann.jpeg,"(149, 126, 98)","[(155, 130, 101), (190, 190, 199), (59, 73, 83), (94, 57, 37), (216, 199, 166)]",149.0,126.0,98.0,"(0.09150326797385622, 123.5, -0.20816326530612245)",0.09150326797385622,123.5,-0.20816326530612245
Otterlo,52.1015221,5.7720779,Van Gogh - Blühende Wiese mit Baumstämmen und Löwenzahn.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/Van_Gogh_-_Bl%C3%BChende_Wiese_mit_Baumst%C3%A4mmen_und_L%C3%B6wenzahn.jpeg/150px-Van_Gogh_-_Bl%C3%BChende_Wiese_mit_Baumst%C3%A4mmen_und_L%C3%B6wenzahn.jpeg,"(143, 149, 109)","[(153, 158, 116), (210, 209, 206), (57, 59, 47), (119, 128, 42), (78, 74, 65)]",143.0,149.0,109.0,"(0.19166666666666665, 129.0, -0.15625)",0.19166666666666665,129.0,-0.15625
Amsterdam,52.3727598,4.8936041,Wilde rozen - s0190V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Wilde_rozen_-_s0190V1962_-_Van_Gogh_Museum.jpg/150px-Wilde_rozen_-_s0190V1962_-_Van_Gogh_Museum.jpg,"(84, 97, 66)","[(86, 98, 66), (163, 160, 131), (19, 36, 18), (137, 150, 117), (119, 138, 124)]",84.0,97.0,66.0,"(0.23655913978494625, 81.5, -0.19254658385093168)",0.23655913978494625,81.5,-0.19254658385093168
,,,Rozen - s0187V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Rozen_-_s0187V1962_-_Van_Gogh_Museum.jpg/150px-Rozen_-_s0187V1962_-_Van_Gogh_Museum.jpg,"(55, 66, 51)","[(53, 65, 50), (153, 150, 119), (113, 119, 94), (128, 141, 115), (121, 128, 125)]",55.0,66.0,51.0,"(0.2888888888888889, 58.5, -0.13043478260869565)",0.2888888888888889,58.5,-0.13043478260869565
,,,Vlinders en klaprozen - s0188V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Vlinders_en_klaprozen_-_s0188V1962_-_Van_Gogh_Museum.jpg/150px-Vlinders_en_klaprozen_-_s0188V1962_-_Van_Gogh_Museum.jpg,"(97, 104, 66)","[(98, 105, 66), (145, 156, 137), (23, 34, 17), (174, 149, 107), (178, 190, 127)]",97.0,104.0,66.0,"(0.19736842105263155, 85.0, -0.2261904761904762)",0.19736842105263155,85.0,-0.2261904761904762
,,,De opwekking van Lazarus (naar Rembrandt) - s0169V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/De_opwekking_van_Lazarus_%28naar_Rembrandt%29_-_s0169V1962_-_Van_Gogh_Museum.jpg/150px-De_opwekking_van_Lazarus_%28naar_Rembrandt%29_-_s0169V1962_-_Van_Gogh_Museum.jpg,"(176, 172, 130)","[(175, 171, 129), (77, 82, 53), (113, 122, 86), (100, 90, 61), (122, 114, 58)]",176.0,172.0,130.0,"(0.15217391304347827, 153.0, -0.1513157894736842)",0.15217391304347827,153.0,-0.1513157894736842
Otterlo,52.1015221,5.7720779,Van Gogh - Der barmherzige Samariter.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Van_Gogh_-_Der_barmherzige_Samariter.jpeg/150px-Van_Gogh_-_Der_barmherzige_Samariter.jpeg,"(149, 142, 100)","[(150, 143, 100), (59, 72, 54), (179, 181, 172), (219, 189, 112), (91, 64, 34)]",149.0,142.0,100.0,"(0.14285714285714288, 124.5, -0.19838056680161945)",0.14285714285714288,124.5,-0.19838056680161945
London,51.5073219,-0.1276474,Van Gogh - Wiese im Garten des Hospitals Saint-Paul.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Van_Gogh_-_Wiese_im_Garten_des_Hospitals_Saint-Paul.jpeg/150px-Van_Gogh_-_Wiese_im_Garten_des_Hospitals_Saint-Paul.jpeg,"(118, 131, 89)","[(119, 131, 90), (199, 199, 156), (41, 48, 33), (163, 171, 172), (46, 78, 44)]",118.0,131.0,89.0,"(0.21825396825396823, 110.0, -0.1926605504587156)",0.21825396825396823,110.0,-0.1926605504587156
Washington,38.8950368,-77.0365427,Roses - Vincent van Gogh.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f1/Roses_-_Vincent_van_Gogh.JPG/150px-Roses_-_Vincent_van_Gogh.JPG,"(183, 209, 172)","[(181, 207, 171), (46, 111, 65), (104, 159, 113), (101, 117, 64), (85, 85, 50)]",183.0,209.0,172.0,"(0.28378378378378377, 190.5, -0.09762532981530343)",0.28378378378378377,190.5,-0.09762532981530343
Amsterdam,52.3727598,4.8936041,Irissen - s0050V1962 - Van Gogh Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/96/Irissen_-_s0050V1962_-_Van_Gogh_Museum.jpg/150px-Irissen_-_s0050V1962_-_Van_Gogh_Museum.jpg,"(185, 176, 80)","[(184, 175, 79), (45, 60, 66), (105, 120, 101), (154, 166, 188), (88, 74, 90)]",185.0,176.0,80.0,"(0.15238095238095237, 132.5, -0.39923954372623577)",0.15238095238095237,132.5,-0.39923954372623577
New York,40.7127281,-74.0060152,Vincent van Gogh - Irises (1890).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9b/Vincent_van_Gogh_-_Irises_%281890%29.jpg/150px-Vincent_van_Gogh_-_Irises_%281890%29.jpg,"(223, 219, 205)","[(221, 217, 204), (51, 74, 76), (113, 145, 134), (97, 92, 86), (118, 113, 87)]",223.0,219.0,205.0,"(0.12962962962962962, 214.0, -0.04225352112676056)",0.12962962962962962,214.0,-0.04225352112676056
New York,40.7127281,-74.0060152,Van Gogh - Vase of Roses.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Van_Gogh_-_Vase_of_Roses.jpg/150px-Van_Gogh_-_Vase_of_Roses.jpg,"(142, 149, 110)","[(140, 147, 107), (41, 52, 35), (206, 204, 182), (199, 195, 160), (69, 67, 50)]",142.0,149.0,110.0,"(0.19658119658119655, 129.5, -0.1517509727626459)",0.19658119658119655,129.5,-0.1517509727626459
Washington,38.8950368,-77.0365427,Van Gogh - Grünes Weizenfeld1.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Van_Gogh_-_Gr%C3%BCnes_Weizenfeld1.jpeg/150px-Van_Gogh_-_Gr%C3%BCnes_Weizenfeld1.jpeg,"(190, 211, 186)","[(190, 211, 187), (46, 116, 74), (115, 160, 69), (105, 165, 110), (84, 124, 92)]",190.0,211.0,186.0,"(0.30666666666666664, 198.5, -0.06329113924050633)",0.30666666666666664,198.5,-0.06329113924050633
,,,Van Gogh - Spaziergang im Mondlicht.jpeg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/55/Van_Gogh_-_Spaziergang_im_Mondlicht.jpeg/150px-Van_Gogh_-_Spaziergang_im_Mondlicht.jpeg,"(181, 195, 116)","[(182, 196, 122), (35, 67, 45), (217, 220, 208), (154, 160, 36), (89, 84, 39)]",181.0,195.0,116.0,"(0.19620253164556964, 155.5, -0.255663430420712)",0.19620253164556964,155.5,-0.255663430420712
Otterlo,52.1015221,5.7720779,Van Gogh - Country road in Provence by night.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/10/Van_Gogh_-_Country_road_in_Provence_by_night.jpg/150px-Van_Gogh_-_Country_road_in_Provence_by_night.jpg,"(66, 64, 61)","[(68, 64, 60), (206, 206, 191), (92, 121, 160), (104, 145, 204), (152, 189, 204)]",66.0,64.0,61.0,"(0.09999999999999999, 63.5, -0.04)",0.09999999999999999,63.5,-0.04
Saint Petersburg,59.917857350000006,30.38061935702552,"Gogh, Vincent van - Cottages.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/Gogh%2C_Vincent_van_-_Cottages.jpg/150px-Gogh%2C_Vincent_van_-_Cottages.jpg,"(141, 156, 137)","[(141, 155, 135), (37, 71, 74), (217, 204, 178), (104, 99, 48), (76, 76, 68)]",141.0,156.0,137.0,"(0.29824561403508776, 146.5, -0.06529209621993128)",0.29824561403508776,146.5,-0.06529209621993128
Boston,42.3602534,-71.0582912,Houses at Auvers by Vincent Van Gogh.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Houses_at_Auvers_by_Vincent_Van_Gogh.jpg/150px-Houses_at_Auvers_by_Vincent_Van_Gogh.jpg,"(102, 113, 96)","[(69, 83, 70), (132, 153, 182), (201, 190, 152), (145, 138, 104), (151, 179, 142)]",102.0,113.0,96.0,"(0.2745098039215686, 104.5, -0.0821256038647343)",0.2745098039215686,104.5,-0.0821256038647343
